country,iso3,region,date, gdp_pc , rol_index , pop ,epi
Sierra Leone,SLE,Africa,2022-01-01, 1,643.99 , 0.45 , 8,605,718 ,32.7
Senegal,SEN,Africa,2022-01-01, 4,309.27 , 0.56 , 17,316,449 ,33.9
Russian Federation,RUS,Europe,2022-01-01, 38,263.62 , 0.45 , 144,236,933 ,37.5
Romania,ROU,Europe,2022-01-01, 39,684.31 , 0.63 , 19,047,009 ,56
Portugal,PRT,Europe,2022-01-01, 41,240.39 , 0.69 , 10,409,704 ,50.4
Poland,POL,Europe,2022-01-01, 43,818.00 , 0.64 , 36,821,749 ,50.6
Philippines,PHL,Asia,2022-01-01, 9,326.60 , 0.47 , 115,559,009 ,28.9
Peru,PER,Americas,2022-01-01, 15,286.74 , 0.49 , 34,049,588 ,39.8
Panama,PAN,Americas,2022-01-01, 33,790.40 , 0.52 , 4,408,581 ,50.5
Pakistan,PAK,Asia,2022-01-01, 5,710.26 , 0.39 , 235,824,862 ,24.6
Norway,NOR,Europe,2022-01-01, 91,068.60 , 0.89 , 5,457,127 ,59.3
North Macedonia,MKD,Europe,2022-01-01, 22,935.97 , 0.53 , 1,831,712 ,54.3
Nigeria,NGA,Africa,2022-01-01, 5,669.96 , 0.41 , 218,541,212 ,28.3
Nicaragua,NIC,Americas,2022-01-01, 7,031.22 , 0.36 , 6,948,392 ,37.7
New Zealand,NZL,Oceania,2022-01-01, 49,474.24 , 0.83 , 5,117,200 ,56.7
Netherlands,NLD,Europe,2022-01-01, 69,953.67 , 0.83 , 17,700,982 ,62.6
Nepal,NPL,Asia,2022-01-01, 4,633.63 , 0.52 , 30,547,580 ,28.3
Morocco,MAR,Africa,2022-01-01, 8,599.82 , 0.48 , 37,457,971 ,28.4
Mongolia,MNG,Asia,2022-01-01, 15,469.84 , 0.54 , 3,398,366 ,29.6
Moldova,MDA,Europe,2022-01-01, 15,229.46 , 0.52 , 2,538,894 ,42.7
Mexico,MEX,Americas,2022-01-01, 21,828.77 , 0.42 , 127,504,125 ,45.5
Malaysia,MYS,Asia,2022-01-01, 32,735.40 , 0.57 , 33,938,221 ,35
Malawi,MWI,Africa,2022-01-01, 1,700.71 , 0.52 , 20,405,317 ,40.6
Madagascar,MDG,Africa,2022-01-01, 1,664.58 , 0.44 , 29,611,714 ,28
Liberia,LBR,Africa,2022-01-01, 1,600.03 , 0.43 , 5,302,681 ,24.9
Lebanon,LBN,Asia,2022-01-01, 12,007.23 , 0.45 , 5,489,739 ,32.2
Kyrgyz Republic,KGZ,Asia,2022-01-01, 6,140.06 , 0.46 , 6,974,900 ,35.7
Kenya,KEN,Africa,2022-01-01, 5,513.86 , 0.45 , 54,027,487 ,30.8
Kazakhstan,KAZ,Asia,2022-01-01, 34,188.21 , 0.53 , 19,634,983 ,40.9
Jordan,JOR,Asia,2022-01-01, 9,222.52 , 0.54 , 11,285,869 ,43.6
Japan,JPN,Asia,2022-01-01, 45,174.73 , 0.79 , 125,124,989 ,57.2
Jamaica,JAM,Americas,2022-01-01, 10,113.97 , 0.58 , 2,827,377 ,45.6
Italy,ITA,Europe,2022-01-01, 52,060.33 , 0.67 , 58,940,425 ,57.7
Indonesia,IDN,Asia,2022-01-01, 13,495.43 , 0.53 , 275,501,339 ,28.2
India,IND,Asia,2022-01-01, 8,594.43 , 0.50 , 1,417,173,173 ,18.9
Hungary,HUN,Europe,2022-01-01, 40,699.57 , 0.52 , 9,643,048 ,55.1
Guatemala,GTM,Americas,2022-01-01, 12,424.77 , 0.44 , 17,357,886 ,28
Greece,GRC,Europe,2022-01-01, 35,328.79 , 0.61 , 10,426,919 ,56.2
Ghana,GHA,Africa,2022-01-01, 6,663.60 , 0.55 , 33,475,870 ,27.7
Germany,DEU,Europe,2022-01-01, 62,605.47 , 0.83 , 83,797,985 ,62.4
Georgia,GEO,Asia,2022-01-01, 20,966.53 , 0.60 , 3,712,502 ,39.1
France,FRA,Europe,2022-01-01, 54,988.33 , 0.73 , 67,971,311 ,62.5
Finland,FIN,Europe,2022-01-01, 58,401.62 , 0.87 , 5,556,106 ,76.5
Ethiopia,ETH,Africa,2022-01-01, 2,698.72 , 0.39 , 123,379,924 ,31.8
Estonia,EST,Europe,2022-01-01, 43,856.06 , 0.82 , 1,348,840 ,61.4
El Salvador,SLV,Americas,2022-01-01, 10,970.97 , 0.46 , 6,336,392 ,40.8
Ecuador,ECU,Americas,2022-01-01, 14,122.88 , 0.48 , 18,001,000 ,46.5
Dominican Republic,DOM,Americas,2022-01-01, 22,761.27 , 0.48 , 11,228,821 ,42.2
Denmark,DNK,Europe,2022-01-01, 71,224.34 , 0.90 , 5,903,037 ,77.9
Czechia,CZE,Europe,2022-01-01, 48,783.99 , 0.73 , 10,672,118 ,59.9
Croatia,HRV,Europe,2022-01-01, 40,090.24 , 0.61 , 3,855,641 ,60.2
Cote d'Ivoire,CIV,Africa,2022-01-01, 6,758.37 , 0.45 , 28,160,542 ,32.8
Colombia,COL,Americas,2022-01-01, 18,739.12 , 0.48 , 51,874,024 ,42.4
China,CHN,Asia,2022-01-01, 21,019.46 , 0.47 , 1,412,175,000 ,28.4
Chile,CHL,Americas,2022-01-01, 29,480.96 , 0.66 , 19,603,733 ,46.7
Canada,CAN,Americas,2022-01-01, 56,872.61 , 0.80 , 38,939,056 ,50
Cameroon,CMR,Africa,2022-01-01, 4,785.68 , 0.36 , 27,914,536 ,30.2
Cambodia,KHM,Asia,2022-01-01, 4,860.45 , 0.31 , 16,767,842 ,30.1
Burkina Faso,BFA,Africa,2022-01-01, 2,448.13 , 0.49 , 22,673,762 ,35.5
Bulgaria,BGR,Europe,2022-01-01, 32,510.04 , 0.55 , 6,465,097 ,51.9
Brazil,BRA,Americas,2022-01-01, 18,122.57 , 0.49 , 215,313,498 ,43.6
Botswana,BWA,Africa,2022-01-01, 17,298.22 , 0.59 , 2,630,296 ,54
Bosnia and Herzegovina,BIH,Europe,2022-01-01, 19,395.93 , 0.52 , 3,233,526 ,39.4
Bolivia,BOL,Americas,2022-01-01, 9,565.32 , 0.38 , 12,224,110 ,40.1
Belgium,BEL,Europe,2022-01-01, 63,450.45 , 0.79 , 11,685,814 ,58.2
Belarus,BLR,Europe,2022-01-01, 26,537.55 , 0.46 , 9,228,071 ,48.5
Bangladesh,BGD,Asia,2022-01-01, 7,805.15 , 0.39 , 171,186,372 ,23.1
Austria,AUT,Europe,2022-01-01, 65,836.89 , 0.80 , 9,041,851 ,66.5
Australia,AUS,Oceania,2022-01-01, 59,099.85 , 0.79 , 26,014,399 ,60.1
Argentina,ARG,Americas,2022-01-01, 27,127.44 , 0.55 , 46,234,830 ,41.1
Albania,ALB,Europe,2022-01-01, 17,260.12 , 0.49 , 2,777,689 ,47.1
Rep. Korea,KOR,Asia,2014-01-01, 41,648.25 , 0.77 , 50,746,659 ,63.79
Islamic Rep. Iran,IRN,Asia,2014-01-01, 14,575.04 , 0.44 , 79,961,672 ,51.08
Arab Rep. Egypt,EGY,Africa,2014-01-01, 13,402.46 , 0.45 , 95,592,324 ,61.11
Rep. Korea,KOR,Asia,2016-01-01, 43,674.51 , 0.73 , 51,217,803 ,70.61
Islamic Rep. Iran,IRN,Asia,2016-01-01, 15,006.19 , 0.47 , 83,306,231 ,66.32
Arab Rep. Egypt,EGY,Africa,2016-01-01, 13,983.28 , 0.36 , 99,784,030 ,66.45
Rep. Korea,KOR,Asia,2020-01-01, 46,506.93 , 0.73 , 51,836,239 ,66.5
Islamic Rep. Iran,IRN,Asia,2020-01-01, 14,468.61 , 0.43 , 87,290,193 ,48
Arab Rep. Egypt,EGY,Africa,2020-01-01, 15,572.78 , 0.36 , 107,465,134 ,43.3
Rep. Korea,KOR,Asia,2022-01-01, 49,933.98 , 0.73 , 51,672,569 ,46.9
Islamic Rep. Iran,IRN,Asia,2022-01-01, 15,499.91 , 0.41 , 88,550,570 ,34.5
Arab Rep. Egypt,EGY,Africa,2022-01-01, 16,600.39 , 0.35 , 110,990,103 ,35.5
Zimbabwe,ZWE,Africa,2018-01-01, 3,717.00 , 0.37 , 15,052,184 ,43.41
Zambia,ZMB,Africa,2018-01-01, 3,675.00 , 0.47 , 17,835,893 ,50.97
Viet Nam,VNM,Asia,2018-01-01, 11,089.00 , 0.50 , 94,914,330 ,46.96
Uzbekistan,UZB,Asia,2018-01-01, 7,448.00 , 0.46 , 32,956,100 ,45.88
Uruguay,URY,Americas,2018-01-01, 29,571.00 , 0.71 , 3,427,042 ,64.65
United States,USA,Americas,2018-01-01, 68,096.00 , 0.73 , 326,838,199 ,71.19
United Kingdom,GBR,Europe,2018-01-01, 53,821.00 , 0.81 , 66,460,344 ,79.89
United Arab Emirates,ARE,Asia,2018-01-01, 70,411.00 , 0.65 , 9,140,169 ,58.9
Ukraine,UKR,Europe,2018-01-01, 17,187.00 , 0.50 , 44,690,584 ,52.87
Uganda,UGA,Africa,2018-01-01, 2,617.00 , 0.40 , 41,515,395 ,44.28
Turkiye,TUR,Asia,2018-01-01, 28,576.00 , 0.42 , 81,407,204 ,52.96
Tunisia,TUN,Africa,2018-01-01, 12,864.00 , 0.53 , 11,933,041 ,62.35
Trinidad and Tobago,TTO,Americas,2018-01-01, 31,025.00 , 0.56 , 1,504,709 ,67.36
Thailand,THA,Asia,2018-01-01, 20,952.00 , 0.51 , 71,127,802 ,49.88
Tanzania,TZA,Africa,2018-01-01, 3,355.00 , 0.47 , 58,090,443 ,50.83
Sweden,SWE,Europe,2018-01-01, 61,256.00 , 0.86 , 10,175,214 ,80.51
Suriname,SUR,Americas,2018-01-01, 22,965.00 , 0.51 , 593,715 ,54.2
St. Vincent and the Grenadines,VCT,Americas,2018-01-01, 15,910.00 , 0.61 , 105,281 ,66.48
St. Lucia,LCA,Americas,2018-01-01, 22,378.00 , 0.63 , 177,888 ,56.18
Sri Lanka,LKA,Asia,2018-01-01, 14,760.00 , 0.53 , 21,670,000 ,60.61
Spain,ESP,Europe,2018-01-01, 45,849.00 , 0.70 , 46,797,754 ,78.39
South Africa,ZAF,Africa,2018-01-01, 14,871.00 , 0.59 , 57,339,635 ,44.73
Slovenia,SVN,Europe,2018-01-01, 44,057.00 , 0.67 , 2,073,894 ,67.57
Singapore,SGP,Asia,2018-01-01, 119,343.00 , 0.80 , 5,638,676 ,64.23
Sierra Leone,SLE,Africa,2018-01-01, 1,619.00 , 0.45 , 7,861,281 ,42.54
Senegal,SEN,Africa,2018-01-01, 4,085.00 , 0.55 , 15,574,909 ,49.52
Russian Federation,RUS,Europe,2018-01-01, 36,908.00 , 0.47 , 145,398,106 ,63.79
Romania,ROU,Europe,2018-01-01, 35,258.00 , 0.66 , 19,473,970 ,64.78
Portugal,PRT,Europe,2018-01-01, 39,249.00 , 0.72 , 10,283,822 ,71.91
Poland,POL,Europe,2018-01-01, 36,752.00 , 0.68 , 37,974,750 ,64.11
Philippines,PHL,Asia,2018-01-01, 9,091.00 , 0.47 , 108,568,836 ,57.65
Peru,PER,Americas,2018-01-01, 15,243.00 , 0.52 , 32,203,944 ,61.92
Panama,PAN,Americas,2018-01-01, 32,767.00 , 0.52 , 4,165,255 ,62.71
Pakistan,PAK,Asia,2018-01-01, 5,427.00 , 0.39 , 219,731,479 ,37.5
Norway,NOR,Europe,2018-01-01, 87,559.00 , 0.89 , 5,311,916 ,77.49
North Macedonia,MKD,Europe,2018-01-01, 21,019.00 , 0.53 , 1,889,051 ,61.06
Nigeria,NGA,Africa,2018-01-01, 5,815.00 , 0.44 , 198,387,623 ,54.76
Nicaragua,NIC,Americas,2018-01-01, 6,808.00 , 0.44 , 6,572,233 ,55.04
New Zealand,NZL,Oceania,2018-01-01, 47,171.00 , 0.83 , 4,900,600 ,75.96
Netherlands,NLD,Europe,2018-01-01, 66,189.00 , 0.85 , 17,231,624 ,75.46
Nepal,NPL,Asia,2018-01-01, 4,306.00 , 0.53 , 28,506,712 ,31.44
Myanmar,MMR,Asia,2018-01-01, 6,155.00 , 0.42 , 52,666,014 ,45.32
Morocco,MAR,Africa,2018-01-01, 8,588.00 , 0.51 , 35,927,511 ,63.47
Mongolia,MNG,Asia,2018-01-01, 15,443.00 , 0.54 , 3,163,991 ,57.51
Moldova,MDA,Europe,2018-01-01, 13,896.00 , 0.49 , 2,707,203 ,51.97
Mexico,MEX,Americas,2018-01-01, 22,402.00 , 0.46 , 124,013,861 ,59.69
Malaysia,MYS,Asia,2018-01-01, 30,950.00 , 0.54 , 32,399,271 ,59.22
Malawi,MWI,Africa,2018-01-01, 1,714.00 , 0.51 , 18,367,883 ,49.21
Madagascar,MDG,Africa,2018-01-01, 1,725.00 , 0.44 , 26,846,541 ,33.73
Liberia,LBR,Africa,2018-01-01, 1,667.00 , 0.45 , 4,889,391 ,41.62
Lebanon,LBN,Asia,2018-01-01, 16,381.00 , 0.47 , 5,950,839 ,61.08
Kyrgyz Republic,KGZ,Asia,2018-01-01, 6,066.00 , 0.48 , 6,322,800 ,54.86
Kenya,KEN,Africa,2018-01-01, 5,043.00 , 0.45 , 49,953,304 ,47.25
Kazakhstan,KAZ,Asia,2018-01-01, 33,491.00 , 0.52 , 18,276,452 ,54.56
Jordan,JOR,Asia,2018-01-01, 9,314.00 , 0.60 , 10,459,865 ,62.2
Japan,JPN,Asia,2018-01-01, 45,095.00 , 0.79 , 126,811,000 ,74.69
Jamaica,JAM,Americas,2018-01-01, 10,167.00 , 0.58 , 2,811,835 ,58.58
Italy,ITA,Europe,2018-01-01, 49,297.00 , 0.65 , 60,421,760 ,76.96
Indonesia,IDN,Asia,2018-01-01, 12,395.00 , 0.52 , 267,066,843 ,46.92
India,IND,Asia,2018-01-01, 7,746.00 , 0.52 , 1,369,003,306 ,30.57
Hungary,HUN,Europe,2018-01-01, 35,800.00 , 0.55 , 9,775,564 ,65.01
Honduras,HND,Americas,2018-01-01, 6,202.00 , 0.41 , 9,792,850 ,51.51
Guyana,GUY,Americas,2018-01-01, 13,086.00 , 0.50 , 785,514 ,47.93
Guatemala,GTM,Americas,2018-01-01, 11,485.00 , 0.44 , 16,346,950 ,52.33
Grenada,GRD,Americas,2018-01-01, 16,119.00 , 0.61 , 121,838 ,50.93
Greece,GRC,Europe,2018-01-01, 32,473.00 , 0.61 , 10,732,882 ,73.6
Ghana,GHA,Africa,2018-01-01, 6,187.00 , 0.59 , 30,870,641 ,49.66
Germany,DEU,Europe,2018-01-01, 61,981.00 , 0.84 , 82,905,782 ,78.37
Georgia,GEO,Asia,2018-01-01, 17,229.00 , 0.61 , 3,726,549 ,55.69
France,FRA,Europe,2018-01-01, 54,200.00 , 0.74 , 67,158,348 ,83.95
Finland,FIN,Europe,2018-01-01, 57,116.00 , 0.87 , 5,515,525 ,78.64
Ethiopia,ETH,Africa,2018-01-01, 2,343.00 , 0.38 , 111,129,438 ,44.78
Estonia,EST,Europe,2018-01-01, 40,683.00 , 0.80 , 1,321,977 ,64.31
El Salvador,SLV,Americas,2018-01-01, 10,204.00 , 0.48 , 6,276,342 ,53.91
Ecuador,ECU,Americas,2018-01-01, 14,094.00 , 0.47 , 17,015,672 ,57.42
Dominican Republic,DOM,Americas,2018-01-01, 20,579.00 , 0.47 , 10,765,531 ,64.71
Dominica,DMA,Americas,2018-01-01, 15,734.00 , 0.60 , 70,823 ,59.38
Denmark,DNK,Europe,2018-01-01, 66,760.00 , 0.89 , 5,793,636 ,81.6
Czechia,CZE,Europe,2018-01-01, 47,464.00 , 0.74 , 10,629,928 ,67.68
Croatia,HRV,Europe,2018-01-01, 33,028.00 , 0.61 , 4,087,843 ,65.45
Cote d'Ivoire,CIV,Africa,2018-01-01, 6,108.00 , 0.47 , 25,493,988 ,45.25
Costa Rica,CRI,Americas,2018-01-01, 22,900.00 , 0.69 , 5,040,734 ,67.85
Colombia,COL,Americas,2018-01-01, 17,327.00 , 0.51 , 49,276,961 ,65.22
China,CHN,Asia,2018-01-01, 17,490.00 , 0.50 , 1,402,760,000 ,50.74
Chile,CHL,Americas,2018-01-01, 28,795.00 , 0.67 , 18,701,450 ,57.49
Canada,CAN,Americas,2018-01-01, 56,470.00 , 0.81 , 37,072,620 ,72.18
Cameroon,CMR,Africa,2018-01-01, 4,797.00 , 0.37 , 25,076,747 ,40.81
Cambodia,KHM,Asia,2018-01-01, 4,521.00 , 0.32 , 16,025,238 ,43.23
Burkina Faso,BFA,Africa,2018-01-01, 2,315.00 , 0.51 , 20,392,723 ,42.83
Bulgaria,BGR,Europe,2018-01-01, 26,764.00 , 0.54 , 7,025,037 ,67.85
Brazil,BRA,Americas,2018-01-01, 17,572.00 , 0.54 , 210,166,592 ,60.7
Botswana,BWA,Africa,2018-01-01, 16,718.00 , 0.59 , 2,451,409 ,51.7
Bosnia and Herzegovina,BIH,Europe,2018-01-01, 16,515.00 , 0.53 , 3,400,129 ,41.84
Bolivia,BOL,Americas,2018-01-01, 9,823.00 , 0.38 , 11,606,905 ,55.98
Belize,BLZ,Americas,2018-01-01, 11,420.00 , 0.48 , 382,066 ,57.79
Belgium,BEL,Europe,2018-01-01, 60,844.00 , 0.77 , 11,427,054 ,77.38
Belarus,BLR,Europe,2018-01-01, 26,364.00 , 0.51 , 9,438,785 ,64.98
Barbados,BRB,Americas,2018-01-01, 17,097.00 , 0.65 , 279,688 ,55.76
Bangladesh,BGD,Asia,2018-01-01, 6,386.00 , 0.41 , 163,683,958 ,29.56
Austria,AUT,Europe,2018-01-01, 65,071.00 , 0.82 , 8,840,521 ,78.97
Australia,AUS,Oceania,2018-01-01, 56,801.00 , 0.81 , 24,963,258 ,74.12
Argentina,ARG,Americas,2018-01-01, 27,473.00 , 0.58 , 44,494,502 ,59.3
Antigua and Barbuda,ATG,Americas,2018-01-01, 28,663.00 , 0.63 , 91,626 ,59.18
Albania,ALB,Europe,2018-01-01, 14,837.00 , 0.51 , 2,866,376 ,65.46
Afghanistan,AFG,Asia,2018-01-01, 2,907.00 , 0.35 , 36,686,784 ,37.74
Rep. Korea,KOR,Asia,2018-01-01, 46,034.00 , 0.72 , 51,585,058 ,62.3
Islamic Rep. Iran,IRN,Asia,2018-01-01, 14,728.00 , 0.48 , 85,617,562 ,58.16
Arab Rep. Egypt,EGY,Africa,2018-01-01, 14,759.00 , 0.36 , 103,740,765 ,61.21
The Bahamas,BHS,Americas,2018-01-01, 32,350.00 , 0.60 , 401,906 ,54.99
Senegal,Sub-Saharan Africa,01/01/2018,49.52,0.55,,,
Serbia,Eastern Europe,01/01/2018,57.49,0.5,,,
Sierra Leone,Sub-Saharan Africa,01/01/2018,42.54,0.45,,,
Singapore,Asia-Pacific,01/01/2018,64.23,0.8,,,
Slovenia,Eastern Europe,01/01/2018,67.57,0.67,,,
South Africa,Sub-Saharan Africa,01/01/2018,44.73,0.59,,,
South Korea,Asia-Pacific,01/01/2018,62.3,0.72,,,
Spain,Global West,01/01/2018,78.39,0.7,,,
Sri Lanka,Southern Asia,01/01/2018,60.61,0.53,,,
Suriname,Latin America & Caribbean,01/01/2018,54.2,0.51,,,
Sweden,Global West,01/01/2018,80.51,0.86,,,
Tanzania,Sub-Saharan Africa,01/01/2018,50.83,0.47,,,
Thailand,Asia-Pacific,01/01/2018,49.88,0.51,,,
Trinidad and Tobago,Latin America & Caribbean,01/01/2018,67.36,0.56,,,
Tunisia,Greater Middle East,01/01/2018,62.35,0.53,,,
Turkiye,Eastern Europe,01/01/2018,52.96,0.42,,,
Uganda,Sub-Saharan Africa,01/01/2018,44.28,0.4,,,
Ukraine,Former Soviet States,01/01/2018,52.87,0.5,,,
United Arab Emirates,Greater Middle East,01/01/2018,58.9,0.65,,,
United Kingdom,Global West,01/01/2018,79.89,0.81,,,
United States of America,Global West,01/01/2018,71.19,0.73,,,
Uruguay,Latin America & Caribbean,01/01/2018,64.65,0.71,,,
Uzbekistan,Former Soviet States,01/01/2018,45.88,0.46,,,
Venezuela,Latin America & Caribbean,01/01/2018,63.89,0.29,,,
Viet Nam,Asia-Pacific,01/01/2018,46.96,0.5,,,
Zambia,Sub-Saharan Africa,01/01/2018,50.97,0.47,,,
Zimbabwe,Sub-Saharan Africa,01/01/2018,43.41,0.37,,,
Afghanistan,Southern Asia,01/01/2016,37.5,0.35,,,
Albania,Eastern Europe,01/01/2016,74.38,0.51,,,
Antigua and Barbuda,Latin America & Caribbean,01/01/2016,62.55,0.67,,,
Argentina,Latin America & Caribbean,01/01/2016,79.84,0.56,,,
Australia,Global West,01/01/2016,87.22,0.81,,,
Austria,Global West,01/01/2016,86.64,0.84,,,
Bahamas,Latin America & Caribbean,01/01/2016,69.34,0.61,,,
Bangladesh,Southern Asia,01/01/2016,41.77,0.41,,,
Barbados,Latin America & Caribbean,01/01/2016,54.96,0.67,,,
Belarus,Former Soviet States,01/01/2016,82.3,0.54,,,
Belgium,Global West,01/01/2016,80.15,0.79,,,
Belize,Latin America & Caribbean,01/01/2016,73.55,0.48,,,
Bolivia,Latin America & Caribbean,01/01/2016,71.09,0.4,,,
Bosnia and Herzegovina,Eastern Europe,01/01/2016,63.28,0.56,,,
Botswana,Sub-Saharan Africa,01/01/2016,70.72,0.58,,,
Brazil,Latin America & Caribbean,01/01/2016,78.9,0.56,,,
Bulgaria,Eastern Europe,01/01/2016,83.4,0.55,,,
Burkina Faso,Sub-Saharan Africa,01/01/2016,43.71,0.49,,,
Cambodia,Asia-Pacific,01/01/2016,51.24,0.33,,,
Cameroon,Sub-Saharan Africa,01/01/2016,57.13,0.38,,,
Canada,Global West,01/01/2016,85.06,0.81,,,
Chile,Latin America & Caribbean,01/01/2016,77.67,0.69,,,
China,Asia-Pacific,01/01/2016,65.1,0.49,,,
Colombia,Latin America & Caribbean,01/01/2016,75.93,0.51,,,
Costa Rica,Latin America & Caribbean,01/01/2016,80.03,0.69,,,
Cote d'Ivoire,Sub-Saharan Africa,01/01/2016,59.89,0.48,,,
Croatia,Eastern Europe,01/01/2016,86.98,0.61,,,
Czech Republic,Eastern Europe,01/01/2016,84.67,0.75,,,
Denmark,Global West,01/01/2016,89.21,0.89,,,
Dominica,Latin America & Caribbean,01/01/2016,73.25,0.6,,,
Dominican Republic,Latin America & Caribbean,01/01/2016,75.32,0.47,,,
Ecuador,Latin America & Caribbean,01/01/2016,66.58,0.46,,,
Egypt,Greater Middle East,01/01/2016,66.45,0.36,,,
El Salvador,Latin America & Caribbean,01/01/2016,68.07,0.5,,,
Estonia,Eastern Europe,01/01/2016,88.59,0.79,,,
Ethiopia,Sub-Saharan Africa,01/01/2016,45.83,0.39,,,
Finland,Global West,01/01/2016,90.68,0.88,,,
France,Global West,01/01/2016,88.2,0.72,,,
Georgia,Former Soviet States,01/01/2016,64.96,0.66,,,
Germany,Global West,01/01/2016,84.26,0.84,,,
Ghana,Sub-Saharan Africa,01/01/2016,58.89,0.58,,,
Greece,Eastern Europe,01/01/2016,85.81,0.61,,,
Grenada,Latin America & Caribbean,01/01/2016,63.28,0.66,,,
Guatemala,Latin America & Caribbean,01/01/2016,69.64,0.44,,,
Guyana,Latin America & Caribbean,01/01/2016,71.14,0.5,,,
Honduras,Latin America & Caribbean,01/01/2016,69.64,0.42,,,
Hungary,Eastern Europe,01/01/2016,84.6,0.57,,,
India,Southern Asia,01/01/2016,53.58,0.52,,,
Indonesia,Asia-Pacific,01/01/2016,65.85,0.52,,,
Iran,Greater Middle East,01/01/2016,66.32,0.47,,,
Italy,Global West,01/01/2016,84.48,0.65,,,
Jamaica,Latin America & Caribbean,01/01/2016,77.02,0.58,,,
Japan,Asia-Pacific,01/01/2016,80.59,0.78,,,
Jordan,Greater Middle East,01/01/2016,72.24,0.59,,,
Kazakhstan,Former Soviet States,01/01/2016,73.29,0.51,,,
Kenya,Sub-Saharan Africa,01/01/2016,62.49,0.43,,,
Kyrgyzstan,Former Soviet States,01/01/2016,73.13,0.47,,,
Lebanon,Greater Middle East,01/01/2016,69.14,0.46,,,
Liberia,Sub-Saharan Africa,01/01/2016,43.42,0.45,,,
Madagascar,Sub-Saharan Africa,01/01/2016,37.1,0.46,,,
Malawi,Sub-Saharan Africa,01/01/2016,49.69,0.51,,,
Malaysia,Asia-Pacific,01/01/2016,74.23,0.54,,,
Mexico,Latin America & Caribbean,01/01/2016,73.59,0.46,,,
Moldova,Former Soviet States,01/01/2016,76.69,0.5,,,
Mongolia,Asia-Pacific,01/01/2016,64.39,0.54,,,
Morocco,Greater Middle East,01/01/2016,74.18,0.53,,,
Myanmar,Asia-Pacific,01/01/2016,48.98,0.44,,,
Nepal,Southern Asia,01/01/2016,50.21,0.52,,,
Netherlands,Global West,01/01/2016,82.03,0.86,,,
New Zealand,Global West,01/01/2016,88,0.83,,,
Nicaragua,Latin America & Caribbean,01/01/2016,64.19,0.42,,,
Nigeria,Sub-Saharan Africa,01/01/2016,58.27,0.44,,,
North Macedonia,Eastern Europe,01/01/2016,78.02,0.55,,,
Norway,Global West,01/01/2016,86.9,0.88,,,
Pakistan,Southern Asia,01/01/2016,51.42,0.39,,,
Panama,Latin America & Caribbean,01/01/2016,78,0.53,,,
Peru,Latin America & Caribbean,01/01/2016,72.95,0.52,,,
Philippines,Asia-Pacific,01/01/2016,73.7,0.51,,,
Poland,Eastern Europe,01/01/2016,81.26,0.72,,,
Portugal,Global West,01/01/2016,88.63,0.72,,,
Romania,Eastern Europe,01/01/2016,83.24,0.66,,,
Russia,Former Soviet States,01/01/2016,83.52,0.46,,,
Saint Lucia,Latin America & Caribbean,01/01/2016,,0.65,,,
Saint Vincent and the Grenadines,Latin America & Caribbean,01/01/2016,,0.61,,,
Senegal,Sub-Saharan Africa,01/01/2016,63.73,0.58,,,
Serbia,Eastern Europe,01/01/2016,78.67,0.5,,,
Sierra Leone,Sub-Saharan Africa,01/01/2016,45.98,0.45,,,
Singapore,Asia-Pacific,01/01/2016,87.04,0.82,,,
Slovenia,Eastern Europe,01/01/2016,88.98,0.68,,,
South Africa,Sub-Saharan Africa,01/01/2016,70.52,0.59,,,
South Korea,Asia-Pacific,01/01/2016,70.61,0.73,,,
Spain,Global West,01/01/2016,88.91,0.7,,,
Sri Lanka,Southern Asia,01/01/2016,65.55,0.51,,,
Suriname,Latin America & Caribbean,01/01/2016,68.58,0.53,,,
Sweden,Global West,01/01/2016,90.43,0.86,,,
Tanzania,Sub-Saharan Africa,01/01/2016,58.34,0.47,,,
Thailand,Asia-Pacific,01/01/2016,69.54,0.52,,,
Trinidad and Tobago,Latin America & Caribbean,01/01/2016,74.34,0.57,,,
Tunisia,Greater Middle East,01/01/2016,77.28,0.53,,,
Turkiye,Eastern Europe,01/01/2016,67.68,0.44,,,
Uganda,Sub-Saharan Africa,01/01/2016,57.56,0.39,,,
Ukraine,Former Soviet States,01/01/2016,79.69,0.49,,,
United Arab Emirates,Greater Middle East,01/01/2016,69.35,0.66,,,
United Kingdom,Global West,01/01/2016,87.38,0.81,,,
United States of America,Global West,01/01/2016,84.72,0.74,,,
Uruguay,Latin America & Caribbean,01/01/2016,73.98,0.73,,,
Uzbekistan,Former Soviet States,01/01/2016,63.67,0.46,,,
Venezuela,Latin America & Caribbean,01/01/2016,76.23,0.28,,,
Viet Nam,Asia-Pacific,01/01/2016,58.5,0.51,,,
Zambia,Sub-Saharan Africa,01/01/2016,66.06,0.48,,,
Zimbabwe,Sub-Saharan Africa,01/01/2016,59.25,0.37,,,
Afghanistan,Southern Asia,01/01/2014,21.57,0.34,,,
Albania,Eastern Europe,01/01/2014,54.73,0.49,,,
Argentina,Latin America & Caribbean,01/01/2014,49.55,0.5,,,
Australia,Global West,01/01/2014,82.4,0.8,,,
Austria,Global West,01/01/2014,78.32,0.82,,,
Bangladesh,Southern Asia,01/01/2014,25.61,0.39,,,
Belarus,Former Soviet States,01/01/2014,67.69,0.51,,,
Belgium,Global West,01/01/2014,66.61,0.76,,,
